age,gender,student_status,university,satisfaction_rating,learning_style,preferred_population,school,plans_further_education,career_goal,cost_importance,culture_importance,internship_importance,ranking_influence,extracurricular_importance,family_influence,friend_influence,social_media_influence,scholarship_significance,has_scholarship,funding_source,financial_consideration,residence,personality,leadership_role,extracurricular_hours,extracurricular_type,cca_count,engagement_level,engagement_category,internship_participation,external_influence,selection_criteria_list,cca_list,satisfaction_group
25 - 30,Male,Domestic,NTU,4,Visual,Large,Social Sciences,0.5,Engineer,6,7,8,7,6,5,5,5,7,0,Scholarship,6.5,Off campus,Extroverted,0,14,Academic,3,2,Low,0,5.0,"['Faculty Quality', 'Faculty Quality', 'Academic Reputation']","['Academic Society', 'Academic Society', 'Cultural Club']",Satisfied
18 - 24,Male,Domestic,NTU,4,Group-based,Large,Computing,0.0,Engineer,6,8,7,7,7,5,5,6,6,1,Scholarship,6.0,Off campus,Introverted,0,13,Academic,4,3,Medium,1,5.333333333333333,"['Academic Reputation', 'Academic Reputation', 'Campus Facilities']","['Professional Club', 'Academic Society', 'Sports Club', 'Sports Club']",Satisfied
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Social Sciences,1.0,Engineer,6,7,7,8,7,6,6,6,6,0,Scholarship,6.0,Commute,Extroverted,0,15,Professional,1,2,Low,1,6.0,"['Academic Reputation', 'Academic Reputation', 'Industry Connections']",['Academic Society'],Satisfied
18 - 24,Male,Domestic,NTU,4,Self-paced/Individual,Large,Computing,1.0,Engineer,7,7,7,8,6,6,6,5,7,1,Loan,7.0,On campus,Ambivert,0,15,Sports,3,3,Medium,1,5.666666666666667,"['Campus Facilities', 'Research Opportunities', 'International Exposure']","['Research Group', 'Professional Club', 'Sports Club']",Satisfied
25 - 30,Male,Domestic,NTU,4,Hands-on/Practical,Large,Engineering,1.0,Software Engineer,7,6,7,8,7,5,6,4,6,0,Scholarship,6.5,Commute,Ambivert,0,12,Academic,1,1,Low,1,5.0,"['Faculty Quality', 'International Exposure', 'Location']",['Social Club'],Satisfied
18 - 24,Male,International,NTU,4,Auditory,Large,Business,1.0,Engineer,7,6,7,7,7,5,5,5,7,0,Scholarship,7.0,Off campus,Introverted,1,13,Arts,3,4,Medium,1,5.0,"['Research Opportunities', 'Campus Facilities', 'Academic Reputation']","['Professional Club', 'Professional Club', 'Sports Club']",Satisfied
18 - 24,Male,International,NTU,3,Visual,Large,Engineering,1.0,Researcher,6,6,8,7,7,6,5,5,6,0,Self-funded,6.0,On campus,Ambivert,0,15,Sports,2,2,Low,0,5.333333333333333,"['Career Services', 'International Exposure', 'Location']","['Academic Society', 'Professional Club']",Neutral
18 - 24,Non-binary,Domestic,NTU,4,Visual,Large,Engineering,0.5,Engineer,7,6,9,8,6,5,6,5,6,0,Family,6.5,Commute,Introverted,0,15,Arts,1,2,Low,1,5.333333333333333,"['Research Opportunities', 'Faculty Quality', 'Location']",['Research Group'],Satisfied
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Engineering,0.5,Engineer,6,6,7,8,5,5,5,5,7,0,Family,6.5,On campus,Ambivert,0,11,Professional,2,2,Low,0,5.0,"['Location', 'Campus Facilities', 'Industry Connections']","['Social Club', 'Professional Club']",Satisfied
Over 30,Female,International,NTU,4,Theoretical,Large,Engineering,0.0,Engineer,7,6,8,7,7,6,6,5,6,1,Scholarship,6.5,Commute,Introverted,0,13,Professional,3,2,Low,1,5.666666666666667,"['Faculty Quality', 'Academic Reputation', 'Faculty Quality']","['Research Group', 'Professional Club', 'Social Club']",Satisfied
18 - 24,Male,Domestic,NTU,3,Self-paced/Individual,Large,Social Sciences,1.0,Product Manager,7,7,8,7,5,6,6,5,6,0,Family,6.5,Commute,Introverted,1,12,Professional,3,4,Medium,0,5.666666666666667,"['Research Opportunities', 'Faculty Quality', 'Industry Connections']","['Research Group', 'Academic Society', 'Sports Club']",Neutral
18 - 24,Female,Domestic,NTU,3,Theoretical,Large,Engineering,0.5,Data Scientist,7,6,7,7,7,6,5,5,7,1,Scholarship,7.0,On campus,Ambivert,1,13,Arts,2,4,Medium,1,5.333333333333333,"['Academic Reputation', 'Campus Facilities', 'Research Opportunities']","['Professional Club', 'Academic Society']",Neutral
18 - 24,Male,Domestic,NTU,3,Group-based,Large,Business,1.0,Researcher,6,6,7,8,6,6,5,5,7,1,Family,6.5,Off campus,Extroverted,0,16,Professional,3,3,Medium,0,5.333333333333333,"['Research Opportunities', 'Campus Facilities', 'Location']","['Research Group', 'Academic Society', 'Sports Club']",Neutral
Under 18,Male,Domestic,NTU,4,Auditory,Large,Sciences,0.0,Engineer,7,7,8,7,6,6,5,5,7,0,Loan,7.0,On campus,Extroverted,0,14,Arts,4,3,Medium,1,5.333333333333333,"['Campus Facilities', 'Faculty Quality', 'International Exposure']","['Professional Club', 'Professional Club', 'Cultural Club', 'Academic Society']",Satisfied
25 - 30,Male,Domestic,NTU,4,Visual,Large,Arts,0.5,Researcher,6,6,7,8,6,5,6,5,6,0,Loan,6.0,On campus,Introverted,0,17,Sports,1,2,Low,1,5.333333333333333,"['Industry Connections', 'Academic Reputation', 'Campus Facilities']",['Cultural Club'],Satisfied
Over 30,Male,Domestic,NTU,4,Group-based,Large,Engineering,1.0,Software Engineer,7,7,8,8,8,6,6,5,7,0,Family,7.0,Off campus,Ambivert,0,9,Arts,1,1,Low,1,5.666666666666667,"['Academic Reputation', 'Career Services', 'Campus Facilities']",['Research Group'],Satisfied
18 - 24,Male,Domestic,NTU,4,Theoretical,Large,Engineering,1.0,Engineer,7,7,7,8,7,6,6,5,7,1,Family,7.0,Off campus,Introverted,0,15,Sports,4,3,Medium,1,5.666666666666667,"['Faculty Quality', 'Research Opportunities', 'Academic Reputation']","['Professional Club', 'Sports Club', 'Cultural Club', 'Research Group']",Satisfied
18 - 24,Male,Domestic,NTU,4,Theoretical,Large,Computing,1.0,Data Scientist,6,6,7,7,7,6,5,5,6,0,Family,6.0,Off campus,Introverted,0,13,Social,2,2,Low,1,5.333333333333333,"['Career Services', 'Faculty Quality', 'Academic Reputation']","['Cultural Club', 'Academic Society']",Satisfied
18 - 24,Female,International,NTU,4,Hands-on/Practical,Large,Business,0.0,Software Engineer,7,7,7,7,6,6,6,5,7,0,Family,7.0,Off campus,Introverted,0,12,Arts,2,2,Low,1,5.666666666666667,"['Campus Facilities', 'Industry Connections', 'Career Services']","['Research Group', 'Sports Club']",Satisfied
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Arts,1.0,Engineer,6,6,8,7,6,6,6,4,6,0,Loan,6.0,Off campus,Ambivert,1,10,Academic,4,5,Medium,0,5.333333333333333,"['Location', 'Research Opportunities', 'Research Opportunities']","['Sports Club', 'Sports Club', 'Cultural Club', 'Professional Club']",Satisfied
Under 18,Male,Domestic,NTU,4,Hands-on/Practical,Large,Social Sciences,0.0,Engineer,6,7,7,8,6,6,6,5,7,1,Scholarship,6.5,On campus,Introverted,1,12,Academic,3,4,Medium,1,5.666666666666667,"['Industry Connections', 'Industry Connections', 'Industry Connections']","['Research Group', 'Academic Society', 'Sports Club']",Satisfied
18 - 24,Female,International,NTU,3,Hands-on/Practical,Large,Arts,1.0,Product Manager,7,6,7,7,6,5,6,5,6,1,Loan,6.5,On campus,Extroverted,0,11,Sports,2,2,Low,1,5.333333333333333,"['Research Opportunities', 'Research Opportunities', 'Location']","['Research Group', 'Social Club']",Neutral
18 - 24,Male,Domestic,NTU,4,Visual,Large,Engineering,0.0,Product Manager,6,6,7,8,7,6,5,6,6,1,Scholarship,6.0,Off campus,Extroverted,1,14,Academic,3,4,Medium,1,5.666666666666667,"['Career Services', 'Campus Facilities', 'International Exposure']","['Sports Club', 'Sports Club', 'Academic Society']",Satisfied
25 - 30,Male,International,NTU,3,Hands-on/Practical,Large,Social Sciences,1.0,Business Analyst,6,6,8,7,6,5,5,5,7,0,Loan,6.5,Commute,Ambivert,1,14,Arts,2,4,Medium,1,5.0,"['International Exposure', 'International Exposure', 'Industry Connections']","['Sports Club', 'Professional Club']",Neutral
18 - 24,Non-binary,Domestic,NTU,4,Visual,Large,Engineering,1.0,Software Engineer,7,6,8,8,6,6,5,5,7,1,Loan,7.0,Commute,Extroverted,1,10,Arts,1,3,Medium,0,5.333333333333333,"['Faculty Quality', 'Industry Connections', 'Academic Reputation']",['Social Club'],Satisfied
18 - 24,Female,Domestic,NTU,3,Theoretical,Large,Engineering,0.5,Product Manager,6,7,8,8,6,5,6,5,7,0,Scholarship,6.5,Off campus,Extroverted,0,18,Community,2,2,Low,1,5.333333333333333,"['Campus Facilities', 'Academic Reputation', 'Industry Connections']","['Cultural Club', 'Professional Club']",Neutral
18 - 24,Non-binary,Domestic,NTU,4,Theoretical,Large,Engineering,0.5,Engineer,6,6,8,8,5,5,6,5,6,0,Loan,6.0,Off campus,Introverted,1,13,Sports,2,4,Medium,0,5.333333333333333,"['Career Services', 'Academic Reputation', 'Academic Reputation']","['Academic Society', 'Research Group']",Satisfied
18 - 24,Male,Domestic,NTU,3,Visual,Large,Sciences,1.0,Engineer,7,6,7,7,6,6,6,5,7,0,Family,7.0,On campus,Introverted,0,12,Professional,3,2,Low,1,5.666666666666667,"['Research Opportunities', 'Industry Connections', 'Academic Reputation']","['Academic Society', 'Sports Club', 'Social Club']",Neutral
18 - 24,Female,International,NTU,3,Hands-on/Practical,Large,Business,1.0,Product Manager,6,7,8,7,7,5,5,4,6,1,Family,6.0,Off campus,Extroverted,1,9,Academic,2,3,Medium,1,4.666666666666667,"['International Exposure', 'Career Services', 'Academic Reputation']","['Social Club', 'Sports Club']",Neutral
18 - 24,Male,Domestic,NTU,4,Visual,Large,Engineering,0.0,Researcher,7,7,7,7,7,5,6,4,6,1,Scholarship,6.5,Off campus,Introverted,1,15,Professional,3,5,Medium,1,5.0,"['Location', 'Research Opportunities', 'Career Services']","['Professional Club', 'Professional Club', 'Academic Society']",Satisfied
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Sciences,1.0,Software Engineer,7,7,8,7,6,5,6,5,6,0,Loan,6.5,Commute,Extroverted,1,14,Academic,3,4,Medium,1,5.333333333333333,"['International Exposure', 'Location', 'Industry Connections']","['Research Group', 'Cultural Club', 'Academic Society']",Satisfied
18 - 24,Female,International,NTU,3,Theoretical,Large,Computing,1.0,Software Engineer,7,6,8,8,7,6,5,5,6,0,Loan,6.5,On campus,Ambivert,0,15,Academic,3,3,Medium,1,5.333333333333333,"['Career Services', 'Industry Connections', 'International Exposure']","['Academic Society', 'Research Group', 'Sports Club']",Neutral
18 - 24,Female,International,NTU,3,Visual,Large,Engineering,0.5,Product Manager,6,6,8,8,6,6,5,4,6,1,Self-funded,6.0,On campus,Introverted,0,12,Professional,5,3,Medium,1,5.0,"['Campus Facilities', 'Career Services', 'Industry Connections']","['Cultural Club', 'Academic Society', 'Sports Club', 'Cultural Club', 'Professional Club']",Neutral
18 - 24,Male,Domestic,NTU,3,Theoretical,Large,Computing,0.5,Software Engineer,6,6,7,8,6,5,5,4,6,1,Loan,6.0,Off campus,Ambivert,0,13,Sports,2,2,Low,0,4.666666666666667,"['Industry Connections', 'Research Opportunities', 'Campus Facilities']","['Research Group', 'Research Group']",Neutral
18 - 24,Male,Domestic,NTU,4,Visual,Large,Social Sciences,0.5,Business Analyst,8,6,7,8,7,6,5,6,6,0,Family,7.0,Commute,Introverted,1,15,Professional,2,4,Medium,0,5.666666666666667,"['Academic Reputation', 'Campus Facilities', 'Research Opportunities']","['Research Group', 'Research Group']",Satisfied
25 - 30,Non-binary,Domestic,NTU,4,Auditory,Large,Sciences,1.0,Engineer,7,6,8,8,7,5,6,5,7,1,Family,7.0,Off campus,Introverted,0,12,Arts,2,2,Low,0,5.333333333333333,"['Industry Connections', 'Career Services', 'Academic Reputation']","['Academic Society', 'Professional Club']",Satisfied
18 - 24,Male,Domestic,NTU,3,Hands-on/Practical,Large,Engineering,1.0,Product Manager,7,7,8,7,7,5,4,4,6,1,Scholarship,6.5,Off campus,Ambivert,0,12,Academic,2,2,Low,1,4.333333333333333,"['Campus Facilities', 'Industry Connections', 'Academic Reputation']","['Sports Club', 'Cultural Club']",Neutral
Over 30,Female,Domestic,NTU,4,Visual,Large,Computing,0.5,Engineer,6,7,7,7,7,7,5,4,6,1,Self-funded,6.0,Commute,Ambivert,0,14,Professional,3,2,Low,1,5.333333333333333,"['Industry Connections', 'Campus Facilities', 'Academic Reputation']","['Professional Club', 'Professional Club', 'Social Club']",Satisfied
18 - 24,Male,Domestic,NTU,3,Auditory,Large,Computing,1.0,Data Scientist,7,7,7,7,6,5,5,4,6,0,Self-funded,6.5,Off campus,Introverted,1,15,Professional,3,5,Medium,1,4.666666666666667,"['Campus Facilities', 'Academic Reputation', 'Location']","['Professional Club', 'Academic Society', 'Social Club']",Neutral
18 - 24,Male,International,NTU,4,Auditory,Large,Engineering,1.0,Researcher,6,7,7,9,8,5,6,5,6,1,Family,6.0,On campus,Extroverted,0,14,Sports,2,2,Low,1,5.333333333333333,"['Research Opportunities', 'Research Opportunities', 'Career Services']","['Research Group', 'Social Club']",Satisfied
18 - 24,Female,International,NTU,3,Hands-on/Practical,Large,Sciences,1.0,Software Engineer,6,7,8,8,6,5,5,4,6,1,Self-funded,6.0,Off campus,Ambivert,1,16,Community,3,5,Medium,1,4.666666666666667,"['Career Services', 'Career Services', 'Academic Reputation']","['Cultural Club', 'Academic Society', 'Social Club']",Neutral
25 - 30,Female,International,NTU,3,Hands-on/Practical,Large,Business,1.0,Software Engineer,6,6,8,8,7,6,5,4,6,0,Loan,6.0,Off campus,Ambivert,0,15,Community,3,3,Medium,1,5.0,"['Campus Facilities', 'Industry Connections', 'Campus Facilities']","['Social Club', 'Cultural Club', 'Sports Club']",Neutral
Under 18,Non-binary,Domestic,NTU,4,Visual,Large,Computing,1.0,Researcher,6,7,7,7,7,6,5,5,6,0,Family,6.0,On campus,Extroverted,0,14,Professional,3,2,Low,1,5.333333333333333,"['Research Opportunities', 'Campus Facilities', 'Academic Reputation']","['Professional Club', 'Cultural Club', 'Social Club']",Satisfied
18 - 24,Non-binary,International,NTU,4,Visual,Large,Engineering,0.5,Business Analyst,6,6,7,7,7,6,5,4,7,1,Scholarship,6.5,On campus,Extroverted,0,15,Professional,1,2,Low,1,5.0,"['Academic Reputation', 'International Exposure', 'Location']",['Cultural Club'],Satisfied
18 - 24,Male,Domestic,NTU,4,Hands-on/Practical,Large,Engineering,0.0,Researcher,7,7,8,8,7,6,6,4,6,1,Loan,6.5,Commute,Extroverted,0,12,Social,4,3,Medium,1,5.333333333333333,"['Research Opportunities', 'Location', 'Faculty Quality']","['Social Club', 'Social Club', 'Research Group', 'Research Group']",Satisfied
18 - 24,Female,International,NTU,4,Visual,Large,Engineering,1.0,Researcher,7,7,8,7,7,5,6,5,6,0,Scholarship,6.5,On campus,Extroverted,1,11,Sports,2,4,Medium,0,5.333333333333333,"['Campus Facilities', 'Research Opportunities', 'Faculty Quality']","['Academic Society', 'Academic Society']",Satisfied
25 - 30,Prefer not to say,Domestic,NTU,4,Visual,Large,Sciences,1.0,Software Engineer,7,6,8,7,6,6,5,5,7,1,Family,7.0,Off campus,Introverted,0,13,Professional,2,2,Low,1,5.333333333333333,"['International Exposure', 'Industry Connections', 'Industry Connections']","['Sports Club', 'Cultural Club']",Satisfied
18 - 24,Male,International,NTU,3,Hands-on/Practical,Large,Computing,0.0,Product Manager,7,6,7,7,6,7,6,5,6,0,Family,6.5,Commute,Ambivert,0,12,Sports,3,2,Low,1,6.0,"['International Exposure', 'Industry Connections', 'Campus Facilities']","['Social Club', 'Research Group', 'Cultural Club']",Neutral
18 - 24,Male,Domestic,NTU,4,Self-paced/Individual,Large,Engineering,0.0,Product Manager,7,7,8,8,6,6,5,4,6,0,Family,6.5,Off campus,Introverted,0,13,Sports,2,2,Low,0,5.0,"['Faculty Quality', 'Career Services', 'Campus Facilities']","['Professional Club', 'Social Club']",Satisfied
18 - 24,Female,Domestic,NTU,4,Auditory,Large,Business,1.0,Product Manager,7,6,8,7,6,6,6,4,6,1,Scholarship,6.5,On campus,Extroverted,1,17,Sports,2,4,Medium,1,5.333333333333333,"['International Exposure', 'Research Opportunities', 'Faculty Quality']","['Professional Club', 'Research Group']",Satisfied
18 - 24,Prefer not to say,Domestic,NTU,3,Hands-on/Practical,Large,Engineering,1.0,Researcher,7,7,7,7,6,5,6,4,6,0,Loan,6.5,Commute,Introverted,0,17,Professional,1,2,Low,1,5.0,"['Industry Connections', 'Campus Facilities', 'Industry Connections']",['Cultural Club'],Neutral
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Engineering,1.0,Software Engineer,6,6,7,7,7,6,5,5,6,1,Self-funded,6.0,Off campus,Ambivert,0,16,Sports,3,3,Medium,1,5.333333333333333,"['Campus Facilities', 'Research Opportunities', 'Research Opportunities']","['Professional Club', 'Social Club', 'Academic Society']",Satisfied
18 - 24,Male,International,NTU,4,Self-paced/Individual,Large,Sciences,0.0,Software Engineer,6,6,8,7,7,7,5,4,7,0,Scholarship,6.5,On campus,Extroverted,1,16,Professional,3,5,Medium,1,5.333333333333333,"['Academic Reputation', 'Campus Facilities', 'International Exposure']","['Academic Society', 'Professional Club', 'Sports Club']",Satisfied
18 - 24,Male,International,NTU,4,Visual,Large,Computing,1.0,Data Scientist,7,7,8,7,6,5,5,5,6,0,Family,6.5,Commute,Ambivert,0,13,Sports,3,2,Low,1,5.0,"['Location', 'International Exposure', 'Academic Reputation']","['Research Group', 'Sports Club', 'Professional Club']",Satisfied
18 - 24,Male,Domestic,NTU,3,Visual,Large,Business,0.5,Software Engineer,7,7,8,7,6,6,5,4,7,0,Scholarship,7.0,Commute,Introverted,1,15,Arts,1,4,Medium,1,5.0,"['Industry Connections', 'Industry Connections', 'Research Opportunities']",['Cultural Club'],Neutral
25 - 30,Male,Domestic,NTU,3,Theoretical,Large,Engineering,1.0,Business Analyst,7,6,7,7,6,5,6,4,7,0,Scholarship,7.0,Off campus,Introverted,0,12,Professional,3,2,Low,1,5.0,"['Faculty Quality', 'Location', 'Career Services']","['Professional Club', 'Sports Club', 'Professional Club']",Neutral
25 - 30,Female,International,NTU,4,Theoretical,Large,Business,0.5,Engineer,6,6,8,7,6,5,4,4,7,0,Family,6.5,On campus,Ambivert,0,16,Arts,1,2,Low,1,4.333333333333333,"['Location', 'Research Opportunities', 'Career Services']",['Social Club'],Satisfied
18 - 24,Female,Domestic,NTU,3,Visual,Large,Business,0.0,Software Engineer,6,7,7,8,6,6,6,3,6,0,Scholarship,6.0,On campus,Introverted,0,14,Professional,2,2,Low,1,5.0,"['Campus Facilities', 'Career Services', 'Research Opportunities']","['Professional Club', 'Cultural Club']",Neutral
25 - 30,Female,Domestic,NTU,4,Auditory,Large,Sciences,0.0,Business Analyst,8,6,7,8,7,5,6,4,7,0,Family,7.5,Commute,Ambivert,1,12,Academic,2,4,Medium,1,5.0,"['Industry Connections', 'Location', 'Faculty Quality']","['Cultural Club', 'Sports Club']",Satisfied
18 - 24,Female,Domestic,NTU,4,Theoretical,Large,Sciences,0.5,Software Engineer,7,5,8,8,7,6,6,4,7,1,Scholarship,7.0,Off campus,Introverted,0,15,Professional,3,3,Medium,1,5.333333333333333,"['Location', 'Campus Facilities', 'Campus Facilities']","['Research Group', 'Cultural Club', 'Academic Society']",Satisfied
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Engineering,1.0,Engineer,6,6,6,8,7,6,6,5,7,0,Self-funded,6.5,Off campus,Introverted,1,15,Professional,2,4,Medium,0,5.666666666666667,"['International Exposure', 'International Exposure', 'Campus Facilities']","['Research Group', 'Sports Club']",Satisfied
18 - 24,Male,Domestic,NTU,4,Group-based,Large,Engineering,0.0,Software Engineer,7,6,7,7,7,5,5,5,7,0,Family,7.0,Off campus,Extroverted,0,15,Academic,3,3,Medium,1,5.0,"['Faculty Quality', 'Research Opportunities', 'International Exposure']","['Research Group', 'Professional Club', 'Research Group']",Satisfied
18 - 24,Male,Domestic,NTU,4,Theoretical,Large,Sciences,0.5,Engineer,7,8,8,8,7,6,6,4,7,0,Self-funded,7.0,Off campus,Introverted,0,10,Professional,2,2,Low,0,5.333333333333333,"['Campus Facilities', 'Location', 'Location']","['Academic Society', 'Professional Club']",Satisfied
18 - 24,Male,Domestic,NTU,4,Theoretical,Large,Engineering,1.0,Data Scientist,6,7,8,8,6,6,4,5,6,0,Loan,6.0,Commute,Extroverted,0,12,Social,2,2,Low,1,5.0,"['Industry Connections', 'Location', 'Academic Reputation']","['Professional Club', 'Social Club']",Satisfied
18 - 24,Female,International,NTU,4,Self-paced/Individual,Large,Social Sciences,1.0,Data Scientist,7,6,7,8,8,5,6,5,7,0,Scholarship,7.0,Commute,Extroverted,0,12,Professional,3,2,Low,1,5.333333333333333,"['Campus Facilities', 'Career Services', 'Industry Connections']","['Research Group', 'Professional Club', 'Social Club']",Satisfied
18 - 24,Female,Domestic,NTU,4,Hands-on/Practical,Large,Business,0.5,Engineer,7,6,7,8,6,6,5,4,7,1,Scholarship,7.0,On campus,Ambivert,0,13,Sports,2,2,Low,1,5.0,"['Academic Reputation', 'Location', 'Academic Reputation']","['Sports Club', 'Sports Club']",Satisfied
